Sample_name	Code	State	City	Location	catchment	Sampler_Start_Date	Sampler End Date	Arrival date	Simplified_date	Sample_Group	Legacy_samples	Ct_N1	Mean	Breadth	Read_count	Bad_quality	Comments	Mean_galaxy	Breadth_galaxy	Read_count_galaxy
B47	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2021-08-30	2021-08-31	2021-09-01	21-08	Batch3		32.68	64.3812	43.9521	15303	BQ		60.7209	43.3803	17948
B149	26X	Kentucky	Louisville	Lousville	Site 1881	2021-11-08	2021-11-09	2021-11-10	21-11	Batch3		32.679	109.52	38.9091	27395	BQ		228.897	43.1863	282937
B112	34X	Washington	Sequim	Sequim	Sunland Water District	2021-10-10	2021-10-11	2021-10-12	21-10	Batch4		Undetermined	488.485	43.2264	120557	BQ		446.227	42.8084	121981
2770	12X	Arizona	Tempe	TP03	TP03	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		33.745	53.1213	45.2797	13259	BQ		52.4112	42.8084	13361
B315	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-02-28	2022-03-01	2022-03-03		Batch8		35.01				BQ		138.827	42.1061	51270
B80	37X	Texas	Houston	69th Street	69th Street	2021-09-20	2021-09-21	2021-09-22	21-09	Batch3		34.352	94.1905	39.9926	22349	BQ		102.663	42.0058	46900
B333	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-03-21	2022-03-22	2022-03-23		Batch8		34.701				BQ		195.417	41.9858	49822
2573	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		29.664	81.5259	41.4507	19076	BQ		84.1281	41.8587	23454
2367	12X	Arizona	Tempe	TP03	TP03	2021-07-22	2021-07-23	2021-07-23	21-07	Batch1		32.736	54.1046	42.1663	13316	BQ		55.4487	41.8386	31007
2840	19X	Arizona	Mesa	ME01	ME01	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		Undetermined	698.377	40.3204	176753	BQ		651.369	41.3002	176129
2572	24X	Arizona	Tempe	TP07	Downtown/TP07	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		31.509	138.358	39.6816	32344	BQ		136.231	39.6482	34981
B298	37X	Texas	Houston	69th Street	69th Street	2022-02-14	2022-02-15	2022-02-16		Batch7		33.047				BQ		45.9707	39.5579	12355
3122	16X	Arizona	Tempe	College	College	2021-12-21	2021-12-21	2021-12-21		Batch6		34.013				BQ		27.9381	39.384	7057
2923	18X	Arizona	Tempe	StLukes	StLukes	2021-11-08	2021-11-09	2021-11-09	21-11	Batch5		Undetermined	274.877	39.4743	67739	BQ		254.879	39.0563	72036
B225	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2021-12-20	2021-12-21	2021-12-22		Batch6		34.082				BQ		31.5437	38.7419	11359
B290	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-02-14	2022-02-15	2022-02-16		Batch7		31.021				BQ		21.0164	38.1768	5218
B211	28X	Kentucky	Louisville	Lousville	Site 1963	2021-12-12	2021-12-13	2021-12-14		Batch6		31.556				BQ		18.4144	37.8357	5650
B345	34X	Washington	Sequim	Sequim	Sunland Water District	2022-03-28	2022-03-29	2022-03-30		Batch8		36.543				BQ		107.609	37.538	26660
B284	9X	Arizona	Scottsdale	Scottsdale	COS Scottsdale	2022-02-08	2022-02-09	2022-02-10		Batch7		30.67				BQ		24.3603	37.4143	6173
3429	18X	Arizona	Tempe	StLukes	StLukes	2022-02-14	2022-02-15	2022-02-15	22-02	Batch8		37.146				BQ		112.943	36.789	28672
B289	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-02-14	2022-02-15	2022-02-16		Batch7		30.181				BQ		18.8737	35.3175	4752
G418	21X	Arizona	Gilbert	Gilbert Neely	Neely WWTP	2022-03-14	2021-03-15	2021-03-15		Batch8		Undetermined				BQ		305.983	33.602	78466
3584	20X	Arizona	Mesa	ME02	ME02	2022-03-14	2021-03-15	2021-03-15		Batch8		33.869				BQ		64.2543	33.3344	17716
3579	33X	Arizona	Tempe	TP06	Spence/TP06	2022-03-14	2021-03-15	2021-03-15		Batch8		34.08				BQ		37.6107	31.6022	10703
3501	16X	Arizona	Tempe	College	College	2022-02-28	2022-03-01	2022-03-01		Batch8		34.738				BQ		219.643	30.7093	62681
B342	3X	Oregon	Rickreall	Dallas	City of Dallas WRF	2022-03-28	2022-03-29	2022-03-30		Batch8		Undetermined				BQ		62.9008	29.5857	15267
3274	18X	Arizona	Tempe	StLukes	StLukes	2022-01-17	2022-01-18	2022-01-18		Batch7		31.429				BQ		30.1137	29.2178	7529
B346	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2022-03-28	2022-03-28	2022-03-30		Batch8		34.796				BQ		122.449	28.88	32072
3131	11X	Arizona	Tempe	TP02	TP02	2021-12-22	2021-12-22	2021-12-22		Batch6		29.628				BQ		13.5141	28.6493	5356
B340	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-03-28	2022-03-29	2022-03-30		Batch8		Undetermined				BQ		208.162	28.3483	54837
B322	37X	Texas	Houston	69th Street	69th Street	2022-03-14	2021-03-15	2022-03-16		Batch8		Undetermined				BQ		39.5468	27.626	30986
B304	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-02-28	2022-03-01	2022-03-02		Batch8		33.77				BQ		202.999	27.5725	73067
2637	10X	Arizona	Tempe	TP01	TP01	2021-09-13	2021-09-14	2021-09-14	21-09	Batch3		32.285	88.5056	27.1277	21060	BQ		86.1817	27.0608	22429
2641	14X	Arizona	Tempe	TP05	TP05	2021-09-13	2021-09-14	2021-09-14	21-09	Batch3		34.622	62.3985	25.8904	15036	BQ		61.5535	26.7866	18431
B190	37X	Texas	Houston	69th Street	69th Street	2021-11-22	2021-11-23	2021-11-29		Batch5		Undetermined	68.4103	26.4388	16646	BQ		65.3578	26.7097	26530
2498	18X	Arizona	Tempe	StLukes	StLukes	2021-08-16	2021-08-17	2021-08-17	21-08	Batch2		Undetermined	103.429	20.2421	24544	BQ		138.596	26.4154	84953
B92	5X	Washington	DesMoines	Redondo	Redondo WWTP	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		31.657	37.209	21.9543	8715	BQ		43.623	23.4625	20036
B41	27X	Kentucky	Louisville	Lousville	Site 1594/MH09837 Ashby Lane & Mill Creek	2021-08-22	2021-08-23	2021-08-24	21-08	Batch3		31.879	72.6829	16.7575	17199	BQ		104.047	22.8673	61880
B71	34X	Washington	Sequim	Sequim	Sunland Water District	2021-09-13	2021-09-14	2021-09-15	21-09	Batch4		38.159	323.326	22.583	79691	BQ		295.19	22.2219	79576
2642	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2021-09-13	2021-09-14	2021-09-14	21-09	Batch3		29.89	14.3106	21.1317	3389	BQ		15.3058	22.0847	5284
B336	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-03-28	2022-03-29	2022-03-30		Batch8		Undetermined				BQ		51.9028	21.9276	17015
2576	20X	Arizona	Mesa	ME02	ME02	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		33.535	58.7823	21.5697	14582	BQ		49.7554	20.7705	12443
B324	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-03-14	2021-03-15	2022-03-16		Batch8		Undetermined				BQ		243.147	20.5096	127701
2720	18X	Arizona	Tempe	StLukes	StLukes	2021-09-29	2021-09-30	2021-09-30	21-09	Batch4		34.23	257.718	15.2025	63804	BQ		273.914	20.3057	83772
B98	2X	Washington	Des Moines	DesMoines	MidwaySewerDistrict	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		31.299	67.6056	17.2023	16789	BQ		69.4286	20.2822	35340
2574	18X	Arizona	Tempe	StLukes	StLukes	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		38.009	226.493	19.2589	52814	BQ		220.712	20.2354	53655
B317	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2022-03-09	2022-03-10	2022-03-10		Batch8		36.663				BQ		69.9284	20.1619	63687
2414	12X	Arizona	Tempe	TP03	TP03	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		31.051	8.7427	24.0243	2089	BQ		7.38438	19.58	1913
2999	18X	Arizona	Tempe	StLukes	StLukes	2021-11-22	2021-11-23	2021-11-23	21-11	Batch5		34.897	271.894	13.0656	65868	BQ		273.506	18.1554	119251
B178	34X	Washington	Sequim	Sequim	Sunland Water District	2021-11-22	2021-11-23	2021-11-24		Batch5		Undetermined	117.182	15.2694	27782	BQ		124.316	17.821	43365
3576	14X	Arizona	Tempe	TP05	TP05	2022-03-14	2021-03-15	2021-03-15		Batch8		34.792				BQ		113.964	17.6939	60029
B326	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-03-14	2021-03-15	2022-03-16		Batch8		Undetermined				BQ		254.395	17.2558	119960
B214	31X	Kentucky	Louisville	Louisville	Site 1974	2021-12-12	2021-12-13	2021-12-14		Batch6		30.649				BQ		6.1948	16.8612	1564
2636	20X	Arizona	Mesa	ME02	ME02	2021-09-13	2021-09-14	2021-09-14	21-09	Batch3		33.322	28.0194	15.373	6618	BQ		29.629	16.1723	9452
B44	30X	Kentucky	Louisville	Louisville	Site 1597/MH57769 Pineland Drive & Oakmont Dr.	2021-08-22	2021-08-23	2021-08-24	21-08	Batch3		33.76	39.7206	15.1222	9402	BQ		40.1677	15.664	10668
3583	19X	Arizona	Mesa	ME01	ME01	2022-03-14	2021-03-15	2021-03-15		Batch8		36.321				BQ		67.9258	15.5536	19483
2421	18X	Arizona	Tempe	StLukes	StLukes	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		32.035	5.40314	16.2994	1297	BQ		5.23967	15.2928	1505
B328	34X	Washington	Sequim	Sequim	Sunland Water District	2022-03-14	2021-03-15	2022-03-16		Batch8		36.408				BQ		229.268	15.2326	114103
B329	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-03-14	2021-03-15	2022-03-16		Batch8		Undetermined				BQ		207.386	14.8246	86385
B337	6X	Washington	Walla Walla	WallaWalla	City of Walla Walla	2022-03-28	2022-03-29	2022-03-30		Batch8		Undetermined				BQ		15.5259	14.1223	4180
B293	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-02-14	2022-02-15	2022-02-16		Batch7		34.411				BQ		18.0202	14.1056	5549
3195	12X	Arizona	Tempe	TP03	TP03	2022-01-03	2022-01-04	2022-01-04		Batch6		30.57				BQ		5.319	13.9317	1268
B18	9X	Arizona	Scottsdale	Scottsdale	CityofScottsdaleWaterCampus	2021-08-03	2021-08-04	2021-08-05	21-08	Batch2		31.496	5.09895	13.9317	1240	BQ		5.09517	13.7645	1564
G419	22X	Arizona	Gilbert	Gilbert Greenfiled	Greenfield MS	2022-03-14	2021-03-15	2021-03-15		Batch8		35.088				BQ		113.862	12.5071	55317
B81	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-09-20	2021-09-21	2021-09-22	21-09	Batch3		34.349	3.70197	7.14644	911	BQ		17.1968	11.748	24516
3345	14X	Arizona	Tempe	TP05	TP05	2022-01-31	2022-02-01	2022-02-01		Batch7		31.806				BQ		5.39551	11.1761	1289
2915	12X	Arizona	Tempe	TP03	TP03	2021-11-08	2021-11-09	2021-11-09	21-11	Batch5		32.055	13.1911	9.97893	3420	BQ		14.4364	11.1159	5253
B327	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-03-14	2021-03-15	2022-03-16		Batch8		35.384				BQ		103.202	11.0223	49162
B213	30X	Kentucky	Louisville	Louisville	Site 1965	2021-12-12	2021-12-13	2021-12-14		Batch6		30.446				BQ		4.74297	10.7849	2119
B339	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-03-28	2022-03-29	2022-03-30		Batch8		Undetermined				BQ		9.11741	10.5474	3755
B153	30X	Kentucky	Louisville	Louisville	Site 1885	2021-11-08	2021-11-09	2021-11-10	21-11	Batch3		31.205	9.38682	10.7849	2419	BQ		8.61405	10.4036	2229
B124	37X	Texas	Houston	69th Street	69th Street	2021-10-11	2021-10-12	2021-10-15	21-10	Batch4		Undetermined	11.5386	10.106	2853	BQ		9.07133	9.6278	2274
B335	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-03-28	2022-03-29	2022-03-30		Batch8		36.813				BQ		8.97254	9.57095	2394
B125	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-10-11	2021-10-12	2021-10-15	21-10	Batch4		Undetermined	7.13453	9.43049	1817	BQ		6.98669	9.05595	1783
3581	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-03-14	2021-03-15	2021-03-15		Batch8		Undetermined				BQ		49.4539	8.89208	17339
B28	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2021-08-16	2021-08-17	2021-08-18	21-08	Batch2		Undetermined	2.89673	7.46413	697	BQ		3.91589	8.43059	2029
3505	18X	Arizona	Tempe	StLukes	StLukes	2022-02-28	2022-03-01	2022-03-01		Batch8		Undetermined				BQ		77.101	8.16975	26699
B84	26X	Kentucky	Louisville	Lousville	Site 1753/MH32985 Wood Road & Terry Road	2021-09-26	2021-09-27	2021-09-28	21-09	Batch3		30.734	25.1147	4.742	6130	BQ		33.4334	8.0828	22026
2773	16X	Arizona	Tempe	College	College	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		Undetermined	11.5339	6.39066	2716	BQ		13.5517	7.86209	6401
2370	15X	Arizona	Tempe	Rural	Rural	2021-07-22	2021-07-23	2021-07-23	21-07	Batch1		Undetermined	14.0733	2.47132	3816	BQ		21.1122	7.66813	19069
2418	16X	Arizona	Tempe	College	College	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		Undetermined	2.87995	7.24342	687	BQ		2.98244	7.47751	836
B147	2X	Washington	Des Moines	DesMoines	MidwaySewerDistrict	2021-10-26	2021-10-27	2021-10-28	21-10	Batch3		30.709	6.39869	6.83209	1646	BQ		6.09083	6.31709	1588
B222	34X	Washington	Sequim	Sequim	Sunland Water District	2021-12-20	2021-12-21	2021-12-22		Batch6		35.077				BQ		2.47373	5.87232	673
B244	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-01-04	2022-01-05	2022-01-06		Batch6		27.963				BQ		3.48166	5.83888	832
2567	12X	Arizona	Tempe	TP03	TP03	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		32.212	5.25024	3.95612	1238	BQ		7.74595	5.76865	7720
B131	30X	Kentucky	Louisville	Louisville	Site 1853	2021-10-24	2021-10-25	2021-10-26	21-10	Batch3		30.625	3.99458	7.1966	1013	BQ		2.94549	5.74859	785
3580	24X	Arizona	Tempe	TP07	Downtown/TP07	2022-03-14	2021-03-15	2021-03-15		Batch8		35.158				BQ		27.9984	5.70177	6569
3506	19X	Arizona	Mesa	ME01	ME01	2022-02-28	2022-03-01	2022-03-01		Batch8		35.415				BQ		16.0648	5.61148	17384
3126	18X	Arizona	Tempe	StLukes	StLukes	2021-12-21	2021-12-21	2021-12-21		Batch6		Undetermined				BQ		2.93716	5.17339	2225
B137	23X	Oregon	Ontario	Ontario	Ontario City Inf	2021-10-25	2021-10-26	2021-10-27	21-10	Batch3		31.109	6.52202	6.15657	1706	BQ		6.22215	4.92258	1647
B300	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-02-14	2022-02-15	2022-02-16		Batch7		Undetermined				BQ		3.39227	4.91255	3112
B134	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2021-10-25	2021-10-26	2021-10-27	21-10	Batch3		29.819	5.29061	5.23693	1368	BQ		5.01495	4.55807	1313
B266	7X	Washington	Spokane	Spokane	SpokaneCountyRegionalWaterFacility	2022-01-17	2022-01-18	2022-01-19		Batch7		27.498				BQ		2.98923	4.47447	712
B212	29X	Kentucky	Louisville	Lousville	Site 1964	2021-12-12	2021-12-13	2021-12-14		Batch6		30.441				BQ		2.65672	4.39086	1185
B141	37X	Texas	Houston	69th Street	69th Street	2021-10-25	2021-10-26	2021-10-27	21-10	Batch3		35.329	4.04876	3.41103	1056	BQ		3.92573	3.49129	2970
3431	20X	Arizona	Mesa	ME02	ME02	2022-02-14	2022-02-15	2022-02-15	22-02	Batch8		32.604				BQ		3.93519	2.97963	1043
3118	12X	Arizona	Tempe	TP03	TP03	2021-12-21	2021-12-21	2021-12-21		Batch6		31.466				BQ		2.38474	2.80239	2176
2991	12X	Arizona	Tempe	TP03	TP03	2021-11-22	2021-11-23	2021-11-23	21-11	Batch5		32.534	1.65789	1.60185	401	BQ		2.17584	1.9396	1325
2713	12X	Arizona	Tempe	TP03	TP03	2021-09-29	2021-09-30	2021-09-30	21-09	Batch4		31.079	1.15055	1.63194	288	BQ		1.13567	1.70551	653
2779	20X	Arizona	Mesa	ME02	ME02	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		36.991	1.98361	1.35438	530	BQ		2.05642	1.35438	546
B210	27X	Kentucky	Louisville	Lousville	Site 1962	2021-12-12	2021-12-13	2021-12-14		Batch6		31.077				BQ		0.906732	1.25405	474
2777	18X	Arizona	Tempe	StLukes	StLukes	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		37.391	4.76668	0.852757	1328	BQ		4.9071	0.852757	1368
B295	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-02-14	2022-02-15	2022-02-16		Batch7		32.235				BQ		1.18219	0.438083	280
3129	20X	Arizona	Mesa	ME02	ME02	2021-12-21	2021-12-21	2021-12-21		Batch6		33.072				BQ		0.37411	0.237434	473
2639	12X	Arizona	Tempe	TP03	TP03	2021-09-13	2021-09-14	2021-09-14	21-09	Batch3		31.726	0.197037	0	48	BQ		0.406916	0.190616	301
B215	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2021-12-14	2021-12-15	2021-12-16		Batch6		29.849				BQ		0.337056	0.160519	190
2420	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		29.164	0.0492258	0	12	BQ		0.0492258	0	12
B25	30X	Kentucky	Louisville	Louisville	Site 1597/MH57769 Pineland Drive & Oakmont Dr.	2021-08-08	2021-08-09	2021-08-11	21-08	Batch2		31.307	0.0086279	0	2	BQ		0.0086279	0	2
2831	12X	Arizona	Tempe	TP03	TP03	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		33.331	0.187038	0	46	BQ		0.228004	0	57
B332	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2022-03-14	2021-03-14	2022-03-17		Batch8		33.226				BQ		0.495301	0	120
3723	16X	Arizona	Tempe	College	College	2022-04-11	2022-04-12	2022-04-12		Batch9		35.381				BQ		0.231482	0	58
3724	33X	Arizona	Tempe	TP06	Spence/TP06	2022-04-11	2022-04-12	2022-04-12		Batch9		33.61				BQ		0.247099	0	59
B348	37X	Texas	Houston	69th Street	69th Street	2022-03-28	2022-03-29	2022-04-04		Batch9		Undetermined				BQ		0.290339	0	75
B356	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-04-11	2022-04-12	2022-04-13		Batch9		35.996				BQ		0.263485	0	66
B382	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-04-25	2022-04-26	2022-04-27		Batch9		31.561				BQ		0.190382	0	50
3806	20X	Arizona	Mesa	ME02	ME02	2022-04-25	2022-04-26	2022-04-26		Batch9		35.444				BQ		0.257131	0.0769154	92
B350	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-03-28	2022-03-29	2022-04-04		Batch9		Undetermined				BQ		0.7423	0.839381	1267
3656	19X	Arizona	Mesa	ME01	ME01	2022-03-28	2022-03-29	2022-03-29		Batch9		35.389				BQ		1.68622	1.341	2680
3727	18X	Arizona	Tempe	StLukes	StLukes	2022-04-11	2022-04-12	2022-04-12		Batch9		Undetermined				BQ		2.43808	1.45805	1159
3875	19X	Arizona	Mesa	ME01	ME01	2022-05-09	2022-05-10	2022-05-10		Batch9		Undetermined				BQ		0.778517	1.57175	318
3721	14X	Arizona	Tempe	TP05	TP05	2022-04-11	2022-04-12	2022-04-12		Batch9		34.219				BQ		5.7107	3.36087	15381
3729	20X	Arizona	Mesa	ME02	ME02	2022-04-11	2022-04-12	2022-04-12		Batch9		Undetermined				BQ		5.10778	4.17015	3598
3799	14X	Arizona	Tempe	TP05	TP05	2022-04-25	2022-04-26	2022-04-26		Batch9		Undetermined				BQ		3.69003	4.31729	10733
3651	16X	Arizona	Tempe	College	College	2022-03-28	2022-03-29	2022-03-29		Batch9		Undetermined				BQ		8.83072	5.1433	4056
B387	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-05-09	2022-05-10	2022-05-10		Batch9		36.899				BQ		2.39257	5.28375	1380
3802	33X	Arizona	Tempe	TP06	Spence/TP06	2022-04-25	2022-04-26	2022-04-26		Batch9		Undetermined				BQ		8.94198	6.46089	7787
3719	12X	Arizona	Tempe	TP03	TP03	2022-04-11	2022-04-12	2022-04-12		Batch9		Undetermined				BQ		5.09618	8.86533	7183
3797	12X	Arizona	Tempe	TP03	TP03	2022-04-25	2022-04-26	2022-04-26		Batch9		33.467				BQ		8.6496	13.7043	3416
3801	16X	Arizona	Tempe	College	College	2022-04-25	2022-04-26	2022-04-26		Batch9		36.631				BQ		13.382	16.3763	6577
3655	18X	Arizona	Tempe	StLukes	StLukes	2022-03-28	2022-03-29	2022-03-29		Batch9		Undetermined				BQ		39.2885	23.7635	10742
3804	18X	Arizona	Tempe	StLukes	StLukes	2022-04-25	2022-04-26	2022-04-26		Batch9		Undetermined				BQ		59.8378	24.8203	15853
3798	13X	Arizona	Tempe	TP04	TP04	2022-04-25	2022-04-26	2022-04-26		Batch9		34.713				BQ		85.0792	25.5994	26907
3654	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-03-28	2022-03-29	2022-03-29		Batch9		34.934				BQ		26.7513	28.8265	6374
3805	19X	Arizona	Mesa	ME01	ME01	2022-04-25	2022-04-26	2022-04-26		Batch9		35.319				BQ		46.0644	29.0874	15189
3718	11X	Arizona	Tempe	TP02	TP02	2022-04-11	2022-04-12	2022-04-12		Batch9		33.592				BQ		39.1362	32.2744	11886
3722	15X	Arizona	Tempe	Rural	Rural	2022-04-11	2022-04-12	2022-04-12		Batch9		32.841				BQ		52.4821	32.7894	14198
B371	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-04-25	2022-04-26	2022-04-27		Batch9		Undetermined				BQ		28.5727	33.0201	8636
B370	36X	Texas	Houston	West District	West District	2022-04-25	2022-04-26	2022-04-27		Batch9		33.413				BQ		55.4998	36.5682	17812
B366	34X	Washington	Sequim	Sequim	Sunland Water District	2022-04-11	2022-04-12	2022-04-13		Batch9		32.954				BQ		139.574	39.1934	46880
3726	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-04-11	2022-04-12	2022-04-12		Batch9		34.309				BQ		37.423	40.5244	17737
B392	34X	Washington	Sequim	Sequim	Sunland Water District	2022-05-09	2022-05-10	2022-05-10		Batch9		32.188				BQ		49.1613	42.1028	12306
3877	24X	Arizona	Tempe	TP07	Downtown/TP07	2022-05-09	2022-05-10	2022-05-10		Batch9		34.248				BQ		22.9129	42.1396	5867
3652	33X	Arizona	Tempe	TP06	Spence/TP06	2022-03-28	2022-03-29	2022-03-29		Batch9		33.813				BQ		51.0951	43.2097	13476
B351	9X	Arizona	Scottsdale	Scottsdale	COS Scottsdale	2022-04-06	2022-04-07	2022-04-13		Batch9		33.176				BQ		31.9499	48.6038	10160
3795	10X	Arizona	Tempe	TP01	TP01	2022-04-25	2022-04-26	2022-04-26		Batch9		31.849				BQ		117.448	49.3496	35689
3653	24X	Arizona	Tempe	TP07	Downtown/TP07	2022-03-28	2022-03-29	2022-03-29		Batch9		33.524				BQ		60.0205	49.7241	16259
3720	13X	Arizona	Tempe	TP04	TP04	2022-04-11	2022-04-12	2022-04-12		Batch9		Undetermined						273.911	53.8307	77587
B383	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-04-25	2022-04-26	2022-04-28		Batch9		33.981						62.4844	54.6467	16589
G420	21X	Arizona	Gilbert	Gilbert Neely	Neely WWTP	2022-04-18	2022-04-19	2022-04-19		Batch9		32.791						323.597	54.9677	80562
B360	6X	Washington	Walla Walla	WallaWalla	City of Walla Walla	2022-04-11	2022-04-12	2022-04-13		Batch9		Undetermined						153.351	55.7904	41978
B391	5X	Washington	Des Moines	Redondo	Redondo	2022-05-09	2022-05-10	2022-05-10		Batch9		29.455						97.362	56.8237	24769
B349	36X	Texas	Houston	West District	West District	2022-03-28	2022-03-29	2022-04-04		Batch9		33.692						127.983	57.0879	36893
B354	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-04-11	2022-04-11	2022-04-13		Batch9		34.756						67.5092	57.5327	19024
3796	11X	Arizona	Tempe	TP02	TP02	2022-04-25	2022-04-26	2022-04-26		Batch9		30.973						144.124	58.2818	40374
B394	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-05-09	2022-05-10	2022-05-10		Batch9		32.16						116.276	59.5492	28913
B381	23X	Oregon	Ontario	Ontario	Ontario City Inf	2022-04-25	2022-04-26	2022-04-27		Batch9		33.122						81.3222	65.9466	23758
B386	36X	Texas	Houston	West District	West District	2022-05-09	2022-05-10	2022-05-10		Batch9		32.243						105.799	66.4917	26049
3876	20X	Arizona	Mesa	ME02	ME02	2022-05-09	2022-05-10	2022-05-10		Batch9		31.402						115.601	66.6522	28279
3872	16X	Arizona	Tempe	College	College	2022-05-09	2022-05-10	2022-05-10		Batch9		Undetermined						254.56	69.8425	65957
B357	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-04-11	2022-04-12	2022-04-13		Batch9		33.55						324.933	70.421	87577
B353	36X	Texas	Houston	West District	West District	2022-04-11	2022-04-11	2022-04-13		Batch9		32.838						157.303	72.0597	41592
B372	6X	Washington	Walla Walla	WallaWalla	City of Walla Walla	2022-04-25	2022-04-26	2022-04-27		Batch9		31.79						467.663	72.4877	110997
B378	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-04-25	2022-04-26	2022-04-27		Batch9		30.996						183.365	74.8754	56820
3657	20X	Arizona	Mesa	ME02	ME02	2022-03-28	2022-03-29	2022-03-29		Batch9		33.634						152.069	74.9691	39280
3874	18X	Arizona	Tempe	StLukes	StLukes	2022-05-09	2022-05-10	2022-05-10		Batch9		31.614						215.544	76.2131	52398
3728	19X	Arizona	Mesa	ME01	ME01	2022-04-11	2022-04-12	2022-04-12		Batch9		31.428						275.073	76.3736	68925
B355	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-04-11	2022-04-12	2022-04-13		Batch9		33.489						278.759	76.494	87896
B379	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-04-25	2022-04-26	2022-04-27		Batch9		32.083						234.819	78.2396	62298
B388	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-05-09	2022-05-10	2022-05-10		Batch9		33.73						265.972	78.9586	65510
B389	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-05-09	2022-05-10	2022-05-10		Batch9		29.787						432.322	80.3766	105166
3800	15X	Arizona	Tempe	Rural	Rural	2022-04-25	2022-04-26	2022-04-26		Batch9		31.007						411.939	80.8681	102744
B367	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2022-04-11	2022-04-11	2022-04-13		Batch9		34.956						407.962	82.5335	96379
