Sample_name	Code	State	City	Location	catchment	Sampler_Start_Date	Sampler End Date	Arrival date	Simplified_date	Sample_Group	Legacy_samples	Ct_N1	Mean	Breadth	Read_count	Bad_quality	Comments	Mean_galaxy	Breadth_galaxy	Read_count_galaxy
B115	6X	Washington	WallaWalla	WallaWalla	WWTP	2021-10-11	2021-10-12	2021-10-13	21-10	Batch4		30.954	223.156	88.2988	54716			186.025	81.945	47377
3123	33X	Arizona	Tempe	TP06	Spence/TP06	2021-12-21	2021-12-21	2021-12-21		Batch6		29.78						267.533	81.5503	67538
B330	23X	Oregon	Ontario	Ontario	Ontario City Inf	2022-03-14	2021-03-15	2022-03-17		Batch8		33.182						624.546	81.2494	154631
B201	23X	Oregon	Ontario	Ontario	Ontario City Inf	2021-12-06	2021-12-07	2021-12-08		Batch5		30.845	344.052	93.0509	83679			273.345	80.9216	66508
B121	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2021-10-12	2021-10-13	2021-10-14	21-10	Batch4		30.107	326.792	88.9409	79874			279.212	80.915	69835
B280	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-01-31	2022-02-01	2022-02-02		Batch7		31.342						103.524	80.5471	26380
B45	31X	Kentucky	Louisville	Louisville	Site 1606/MH23290 W. Indian Trail	2021-08-22	2021-08-23	2021-08-24	21-08	Batch3		33.361	184.409	82.5469	43118			172.801	80.4702	42034
B275	36X	Texas	Houston	West District	West District	2022-01-31	2022-02-01	2022-02-02		Batch7		30.493						154.09	80.4568	39171
B114	32X	Oregon	Gresham	Gresham	Gresham WWTP	2021-10-11	2021-10-12	2021-10-13	21-10	Batch4		30.123	379.955	88.1383	94897			315.566	80.4501	80369
G413	21X	Arizona	Gilbert	Gilbert Neely	Neely WWTP	2022-02-15	2022-02-16	2022-02-17		Batch7		31.655						153.769	80.4234	38251
BD20	32X	Oregon	Gresham	Gresham	Gresham WWTP	2021-12-29	2021-12-30	2021-01-04		Batch7		28.936						657.661	80.109	163442
3045	15X	Arizona	Tempe	Rural	Rural	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		32.106	282.241	90.098	67318			209.286	79.8515	50186
3050	18X	Arizona	Tempe	StLukes	StLukes	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		28.845	221.222	90.4826	53444			163.389	79.8114	40005
B297	7X	Washington	Spokane	Spokane	SpokaneCountyRegionalWaterFacility	2022-02-14	2022-02-15	2022-02-16		Batch7		29.633						237.251	79.6442	57072
B200	2X	Washington	Des Moines	DesMoines	MidwaySewerDistrict	2021-12-06	2021-12-07	2021-12-08		Batch5		30.723	282.935	89.4258	67936			242.46	79.3131	58739
B65	21X	Arizona	Gilbert	Gilbert Neely	Neely WWTP	2021-09-14	2021-09-15	2021-09-15	21-09	Batch4		29.991	499.702	82.3262	125385			446.352	79.2295	137086
B277	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-01-31	2022-02-01	2022-02-02		Batch7		28.754						163.069	79.166	40436
B226	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2021-12-20	2021-12-21	2021-12-22		Batch6		28.132						202.13	79.1292	51928
3282	15X	Arizona	Tempe	Rural	Rural	2022-01-19	2022-01-20	2022-01-20		Batch7		28.144						333.017	79.0757	81423
B94	34X	Washington	Sequim	Sequim	Sunland Water District	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		Undetermined	257.124	85.3292	61575			217.618	79.0322	55240
G376	21X	Arizona	Gilbert	Gilbert Neely	Neely WWTP	2021-08-11	2021-08-12	2021-08-12	21-08	Batch2		30.356	48.4939	88.0045	11615			39.5629	78.6343	9768
B164	35X	Washington	Sequim	Sequim Water Reclamation Facility	Sequim WRF	2021-11-08	2021-11-09	2021-11-10		Batch5		32.869	605.871	83.3027	149265			431.63	78.5741	133482
3049	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		30.744	172.315	88.2487	41544			139.813	78.4804	34009
B202	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2021-12-06	2021-12-07	2021-12-08		Batch5		33.908	310.984	90.0278	75036			229.226	78.3901	56171
B108	29X	Kentucky	Louisville	Lousville	Site 1820	2021-10-10	2021-10-11	2021-10-12	21-10	Batch4		32.109	317.878	79.7579	77190			289.684	78.1761	81405
G364	22X	Arizona	Gilbert	Gilbert Greenfiled	Greenfield MS	2021-07-26	2021-07-27	2021-07-27	21-07	Batch4		31.333	127.223	81.2661	30880			117.247	78.0089	30599
B203	6X	Washington	Walla Walla	WallaWalla	WWTP	2021-12-06	2021-12-07	2021-12-08		Batch5		33.34	278.704	89.0479	67440			224.047	77.8751	54475
2373	18X	Arizona	Tempe	StLukes	StLukes	2021-07-22	2021-07-23	2021-07-23	21-07	Batch1		36.002	665.498	77.3167	156769			671.493	77.4504	165740
2834	15X	Arizona	Tempe	Rural	Rural	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		30.396	267.582	82.7208	66041			226.296	77.4237	60629
3041	11X	Arizona	Tempe	TP02	TP02	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		30.31	311.008	91.3821	75146			221.021	77.1327	53930
3127	39X	Arizona	Tempe	Daley Park	Daley Park	2021-12-21	2021-12-21	2021-12-21		Batch6		29.602						225.36	77.126	60135
B29	4X	New Mexico	Farmington	Farmington	FarmingtonWWTP	2021-08-16	2021-08-16	2021-08-18	21-08	Batch2		33.391	42.7543	83.714	10248			39.1496	77.0458	10083
B90	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSAAdamsSt.Hoboken	2021-09-26	2021-09-27	2021-09-28	21-09	Batch3		31.436	422.289	87.0916	103939			372.828	76.7816	116968
B193	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSAAdamsSt.Hoboken	2021-12-05	2021-12-06	2021-12-08		Batch5		30.069	235.587	85.8543	56122			180.576	76.7247	43425
B319	3X	Oregon	Rickreall	Dallas	City of Dallas WRF	2022-03-14	2021-03-15	2022-03-16		Batch8		36.835						120.561	76.5977	32188
2423	20X	Arizona	Mesa	ME02	ME02	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		31.982	41.0669	84.5601	9857			34.6412	76.5408	8932
B205	36X	Texas	Houston	West District	West District	2021-12-06	2021-12-07	2021-12-08		Batch5		33.157	257.002	89.0345	61197			205.211	76.5408	49416
B209	26X	Kentucky	Louisville	Lousville	Site 1961	2021-12-12	2021-12-13	2021-12-14		Batch6		30.04						155.384	76.2967	39161
3425	16X	Arizona	Tempe	College	College	2022-02-14	2022-02-15	2022-02-15		Batch8		35.195						351	76.2833	89137
3042	12X	Arizona	Tempe	TP03	TP03	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		33.817	298.652	90.2819	71273			231.678	76.2465	56102
B276	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-01-31	2022-02-01	2022-02-02		Batch7		30.638						89.5895	76.2097	24712
B206	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-12-06	2021-12-07	2021-12-08		Batch5		30.516	148.102	85.9914	35413			114.232	76.1663	27362
3044	14X	Arizona	Tempe	TP05	TP05	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		31.626	173.588	85.7004	41645			130.217	75.9924	31666
3495	10X	Arizona	Tempe	TP01	TP01	2022-02-28	2022-03-01	2022-03-01		Batch8		31.956						163.588	75.9322	41760
3046	16X	Arizona	Tempe	College	College	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		35.108	221.314	90.2986	53281			168.44	75.8118	41023
B167	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSAAdamsSt.Hoboken	2021-11-08	2021-11-09	2021-11-10		Batch5		33.146	624.572	81.5002	152624			474.926	75.7416	134022
3043	13X	Arizona	Tempe	TP04	TP04	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		30.833	183.854	87.3658	44160			139.531	75.3771	33911
B194	5X	Washington	DesMoines	Redondo	Redondo	2021-12-06	2021-12-07	2021-12-08		Batch5		32.472	258.144	85.7105	62487			206.035	75.2466	50574
B195	1X	Georgia	Americus	Americus	Americus Mill Creek WRCF	2021-12-06	2021-12-07	2021-12-08		Batch5		32.276	262.592	85.677	62271			204.574	75.1831	48499
3424	15X	Arizona	Tempe	Rural	Rural	2022-02-14	2022-02-15	2022-02-15		Batch8		31.936						189.275	74.6948	48691
3344	13X	Arizona	Tempe	TP04	TP04	2022-01-31	2022-02-01	2022-02-01		Batch7		30.141						425.643	74.4942	107707
3577	15X	Arizona	Tempe	Rural	Rural	2022-03-14	2021-03-15	2021-03-15		Batch8		32.479						342.589	74.4373	89299
B191	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-11-22	2021-11-23	2021-11-29		Batch5		33.796	155.52	74.551	37433			159.144	74.3537	65818
B204	37X	Texas	Houston	69th Street	69th Street	2021-12-06	2021-12-07	2021-12-08		Batch5		34.954	209.504	83.8745	50280			173.534	74.2835	42281
2722	20X	Arizona	Mesa	ME02	ME02	2021-09-29	2021-09-30	2021-09-30	21-09	Batch4		33.113	253.918	77.203	62317			249.682	74.1498	67504
B272	34X	Washington	Sequim	Sequim	Sunland Water District	2022-01-31	2022-02-01	2022-02-02		Batch7		31.667						115.848	74.0528	29822
B221	23X	Oregon	Ontario	Ontario	Ontario City Inf	2021-12-20	2021-12-21	2021-12-22		Batch6		33.101						97.0184	73.909	28064
B155	36X	Texas	Houston	West District	West District	2021-11-08	2021-11-09	2021-11-10		Batch5		32.102	162.322	77.8885	39389			143.157	73.6949	39688
2830	11X	Arizona	Tempe	TP02	TP02	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		30.779	164.597	79.186	40511			131.25	73.4308	33136
3128	19X	Arizona	Mesa	ME01	ME01	2021-12-21	2021-12-21	2021-12-21		Batch6		28.938						187.591	73.1331	47238
B38	34X	Washington	Sequim	Sequim	Sunland Water District	2021-08-17	2021-08-18	2021-08-19	21-08	Batch2		39.098	752.831	70.3374	179706			747.217	72.9826	205008
3497	12X	Arizona	Tempe	TP03	TP03	2022-02-28	2022-03-01	2022-03-01		Batch8		32.958						152.046	72.5847	39586
B229	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2021-12-29	2021-12-30	2021-12-30		Batch6		31.152						116.103	72.4041	34511
3124	24X	Arizona	Tempe	TP07	Downtown/TP07	2021-12-21	2021-12-21	2021-12-21		Batch6		28.008						187.98	72.3606	48793
B192	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2021-11-30	2021-12-01	2021-12-02		Batch5		29.7	143.146	81.5069	34857			113.11	71.9694	28080
B338	5X	Washington	Des Moines	Redondo	Redondo	2022-03-28	2022-03-29	2022-03-30		Batch8		30.56						175.327	71.8022	44856
2837	24X	Arizona	Tempe	TP07	Downtown/TP07	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		32.238	184.38	74.4641	45691			173.853	71.2537	45996
B22	27X	Kentucky	Louisville	Lousville	Site 1594/MH09837 Ashby Lane & Mill Creek	2021-08-08	2021-08-09	2021-08-11	21-08	Batch2		30.442	34.9387	80.196	8513			29.4494	70.6016	7546
B99	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2021-09-28	2021-09-28	2021-09-29	21-09	Batch3		28.227	163.901	78.0992	39662			131.67	70.4545	36501
B50	32X	Oregon	Gresham	Gresham	Gresham WWTP	2021-08-30	2021-08-31	2021-09-01	21-08	Batch3		29.784	254.461	70.4846	60118			243.561	70.1401	59308
B217	5X	Washington	DesMoines	Redondo	Redondo	2021-12-20	2021-12-21	2021-12-22		Batch6		29.645						78.0032	69.9528	20521
B26	31X	Kentucky	Louisville	Louisville	Site 1606/MH23290 W. Indian Trail	2021-08-08	2021-08-09	2021-08-11	21-08	Batch2		31.84	34.206	78.5774	8223			29.7724	69.9294	7569
B218	7X	Washington	Spokane	Spokane	SpokaneCountyRegionalWaterFacility	2021-12-20	2021-12-21	2021-12-22		Batch6		30.201						80.4298	69.8391	20830
B139	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSAAdamsSt.Hoboken	2021-10-25	2021-10-26	2021-10-27	21-10	Batch3		34.547	137.723	70.8625	32688			122.005	69.8057	37992
2422	19X	Arizona	Mesa	ME01	ME01	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		30.665	30.7752	80.3531	7340			24.8218	69.7923	6126
B157	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-11-08	2021-11-09	2021-11-10		Batch5		32.19	160.545	73.414	39107			143.67	69.4947	39211
2918	15X	Arizona	Tempe	Rural	Rural	2021-11-08	2021-11-09	2021-11-09	21-11	Batch5		29.814	180.013	77.106	44994			142.863	69.3977	37679
B53	3X	Oregon	Dallas	Dallas	Dallas, OR Water Reclamation Facility	2021-08-30	2021-08-31	2021-09-01	21-08	Batch3		29.269	250.096	70.2037	59490			247.911	69.264	64706
3496	11X	Arizona	Tempe	TP02	TP02	2022-02-28	2022-03-01	2022-03-01		Batch8		32.476						204.667	68.9362	52683
3052	19X	Arizona	Mesa	ME01	ME01	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		31.298	218.884	76.0024	52816			190.043	68.769	47094
B224	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2021-12-20	2021-12-21	2021-12-22		Batch6		31.5						71.3395	68.7055	21242
2774	33X	Arizona	Tempe	TP06	Spence/TP06	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		31.006	178.011	72.9224	44570			163.985	68.6118	41476
2836	33X	Arizona	Tempe	TP06	Spence/TP06	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		30.579	130.133	73.9157	32774			116.522	68.5349	30393
B310	5X	Washington	Des Moines	Redondo	Redondo	2022-02-28	2022-03-01	2022-03-02		Batch8		35.61						194.796	67.8594	50867
B314	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2022-02-28	2022-03-01	2022-03-02		Batch8		35.627						268.114	67.7892	78327
B292	5X	Washington	DesMoines	Redondo	Redondo	2022-02-14	2022-02-15	2022-02-16		Batch7		30.699						172.973	67.5283	41963
B228	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-12-20	2021-12-21	2021-12-22		Batch6		28.35						119.639	67.4982	30139
B334	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2022-03-24	2021-03-24	2022-03-24		Batch8		32.57						79.0907	67.4447	22100
B162	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2021-11-08	2021-11-09	2021-11-10		Batch5		31.552	538.351	67.9698	133773			480.688	67.2441	139121
3574	12X	Arizona	Tempe	TP03	TP03	2022-03-14	2021-03-15	2021-03-15		Batch8		33.653						109.633	67.0836	29230
B100	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		29.537	127.281	69.07	30561			124.295	67.0267	38988
2835	16X	Arizona	Tempe	College	College	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		32.282	108.731	70.819	26915			100.719	66.7759	27526
2575	19X	Arizona	Mesa	ME01	ME01	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		30.455	107.92	69.0901	25701			93.2869	66.6221	23875
B126	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2021-10-19	2021-10-20	2021-10-21	21-10	Batch4		29.322	92.9677	71.5714	22816			84.4376	66.1773	24829
B117	5X	Washington	DesMoines	Redondo	Redondo WWTP	2021-10-11	2021-10-12	2021-10-13	21-10	Batch4		31.956	207.249	68.6453	51618			202.229	66.0101	53276
B283	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-01-31	2022-02-01	2022-02-02		Batch7		27.749						55.4115	65.9466	14516
B27	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSAAdamsSt.Hoboken	2021-08-15	2021-08-16	2021-08-17	21-08	Batch2		32.558	24.0833	71.8523	5748			21.5059	65.8028	5591
3121	15X	Arizona	Tempe	Rural	Rural	2021-12-21	2021-12-21	2021-12-21		Batch6		29.693						77.6482	65.6389	21556
2365	10X	Arizona	Tempe	TP01	TP01	2021-07-22	2021-07-23	2021-07-23	21-07	Batch1		31.631	247.757	65.3847	59896			234.899	65.5586	80429
3646	11X	Arizona	Tempe	TP02	TP02	2022-03-28	2022-03-29	2022-03-29		Batch8		33.759						159.645	65.2978	40657
B142	38X	Texas	Houston	Keegan's Bayou	Keegan's Bayou	2021-10-25	2021-10-26	2021-10-27	21-10	Batch3		31.548	67.0763	69.1001	15987			54.3197	64.8564	15303
B52	23X	Oregon	Ontario	Ontario	Ontario City Inf	2021-08-30	2021-08-31	2021-09-01	21-08	Batch3		30.068	146.036	66.4749	34985			139.367	63.6725	38878
3353	20X	Arizona	Mesa	ME02	ME02	2022-01-31	2022-02-01	2022-02-01		Batch7		Undetermined						341.578	63.5622	87496
B196	32X	Oregon	Gresham	Gresham	Gresham WWTP	2021-12-06	2021-12-07	2021-12-08		Batch5		30.642	134.246	73.8488	32511			101.988	63.4886	25002
B85	27X	Kentucky	Louisville	Lousville	Site 1754/MH09837 Ashby Lane & Mill Creek	2021-09-26	2021-09-27	2021-09-28	21-09	Batch3		29.587	83.6902	62.3449	19593			76.9382	63.2278	24467
B168	7X	Washington	Spokane	Spokane	SpokaneCountyRegionalWaterFacility	2021-11-08	2021-11-09	2021-11-10		Batch5		29.303	133.689	69.2205	33483			122.631	63.104	30744
3276	20X	Arizona	Mesa	ME02	ME02	2022-01-17	2022-01-18	2022-01-18		Batch7		28.978						95.9189	62.7195	23868
B42	28X	Kentucky	Louisville	Lousville	Site 1595/DRGWQTC INF	2021-08-22	2021-08-23	2021-08-24	21-08	Batch4		33.648	230.648	67.8962	57693			194.258	62.6425	50051
2638	11X	Arizona	Tempe	TP02	TP02	2021-09-13	2021-09-14	2021-09-14	21-09	Batch3		30.269	98.4658	62.1844	23141			98.7906	62.5757	25408
B102	3X	Oregon	Dallas	Dallas	Rickreall 1070 Bowersville Road 97371	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		29.644	120.195	72.2235	28820			85.5892	62.482	21765
B232	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-01-03	2022-01-04	2022-01-05		Batch6		31.663						61.1732	62.1275	16166
3578	16X	Arizona	Tempe	College	College	2022-03-14	2021-03-15	2021-03-15		Batch8		34.263						46.0756	61.6025	15834
B291	34X	Washington	Sequim	Sequim	Sunland Water District	2022-02-14	2022-02-15	2022-02-16		Batch7		29.997						77.4388	61.5791	18731
B17	4X	New Mexico	Farmington	Farmington	FarmingtonWWTP	2021-08-02	2021-08-02	2021-08-04	21-08	Batch2		33.029	26.8483	64.4852	6502			24.9196	60.9838	6326
B344	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-03-28	2022-03-29	2022-03-30		Batch8		35.06						456.862	60.7966	113180
B151	28X	Kentucky	Louisville	Lousville	Site 1883	2021-11-08	2021-11-09	2021-11-10	21-11	Batch3		33.056	108.814	62.0774	26346			95.4703	60.5826	51583
2775	24X	Arizona	Tempe	TP07	Downtown/TP07	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		36.273	201.629	61.4387	49872			190.84	60.4187	49319
2566	11X	Arizona	Tempe	TP02	TP02	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		30.369	73.9639	67.535	17659			52.7707	59.8067	17267
B170	6X	Washington	Walla Walla	WallaWalla	WWTP	2021-11-08	2021-11-09	2021-11-10		Batch5		34.156	626.628	59.7833	157258			632.055	59.5927	304243
B227	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2021-12-20	2021-12-21	2021-12-22		Batch6		31.642						82.0082	59.0075	22087
3117	10X	Arizona	Tempe	TP01	TP01	2021-12-21	2021-12-21	2021-12-21		Batch6		29.576						91.8451	58.7566	23275
3572	10X	Arizona	Tempe	TP01	TP01	2022-03-14	2021-03-15	2021-03-15		Batch8		34.03						105.974	58.5828	27763
B116	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2021-10-11	2021-10-12	2021-10-13	21-10	Batch4		33.655	72.0778	59.178	17998			69.0003	57.2752	18925
B299	36X	Texas	Houston	West District	West District	2022-02-14	2022-02-15	2022-02-16		Batch7		32.659				BQ		54.1448	57.2183	13765
B40	26X	Kentucky	Louisville	Lousville	Site 1593/MH32985 Wood Road & Terry Road	2021-08-22	2021-08-23	2021-08-24	21-08	Batch3		31.262	251.544	59.5057	59828			229.057	57.1214	55910
2569	14X	Arizona	Tempe	TP05	TP05	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		33.963	98.4483	57.5628	23175			94.724	56.9809	24104
2771	13X	Arizona	Tempe	TP04	TP04	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		30.919	146.493	61.8333	37562			140.595	56.9742	35972
3582	18X	Arizona	Tempe	StLukes	StLukes	2022-03-14	2021-03-15	2021-03-15		Batch8		32.845						179.711	56.9475	47088
3504	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-02-28	2022-03-01	2022-03-01		Batch8		32.347						334.831	56.7535	100093
3343	12X	Arizona	Tempe	TP03	TP03	2022-01-31	2022-02-01	2022-02-01		Batch7		30.553				BQ		55.9197	56.3087	15391
3269	12X	Arizona	Tempe	TP03	TP03	2022-01-17	2022-01-18	2022-01-18		Batch7		30.674				BQ		17.4936	56.2084	4204
2832	13X	Arizona	Tempe	TP04	TP04	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		32.188	101.988	60.2515	25616			93.8964	55.4393	23498
B220	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2021-12-20	2021-12-20	2021-12-22		Batch6		32.222				BQ		40.1262	55.155	11393
B189	36X	Texas	Houston	West District	West District	2021-11-22	2021-11-23	2021-11-29		Batch5		33.623	47.8789	54.7871	11426			48.8767	55.0814	17573
B156	37X	Texas	Houston	69th Street	69th Street	2021-11-08	2021-11-09	2021-11-10		Batch5		36.887	175.611	55.7302	42566			146.258	54.844	41139
2925	20X	Arizona	Mesa	ME02	ME02	2021-11-08	2021-11-09	2021-11-09	21-11	Batch5		32.576	264.894	58.2717	66681			208.635	54.5798	63574
B219	1X	Georgia	Americus	Americus	Americus Mill Creek WRCF	2021-12-20	2021-12-21	2021-12-22		Batch6		31.423				BQ		37.9415	53.7505	10423
G393	22X	Arizona	Gilbert	Gilbert Greenfiled	Greenfield MS	2021-11-01	2021-11-02	2021-11-02	21-11	Batch3		28.655	64.7676	62.8599	15649			46.0226	53.396	12220
3575	13X	Arizona	Tempe	TP04	TP04	2022-03-14	2021-03-15	2021-03-15		Batch8		35.807						148.353	53.0348	40119
2570	16X	Arizona	Tempe	College	College	2021-08-30	2021-08-31	2021-08-31	21-08	Batch3		31.476	198.374	52.7439	46713			187.507	52.9378	48711
B93	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		32.283	82.0155	51.0751	19467			86.6976	52.2489	33706
B57	9X	Arizona	Scottsdale	Scottsdale	COS Water Quailty Laboratory	2021-09-01	2021-09-02	2021-09-03	21-09	Batch3		32.963	88.2058	53.0716	20932			84.8847	52.152	23703
B140	36X	Texas	Houston	West District	West District	2021-10-25	2021-10-26	2021-10-27	21-10	Batch3		33.509	77.7873	49.7743	18630	BQ		79.2534	51.958	32572
2416	14X	Arizona	Tempe	TP05	TP05	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		34.204	18.2555	52.0717	4346			17.3956	51.7473	4386
2417	15X	Arizona	Tempe	Rural	Rural	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		32.204	16.9823	55.0547	4036			15.1627	50.9949	3708
B91	32X	Oregon	Gresham	Gresham	Gresham WWTP	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		31.081	114.605	51.4263	26940			109.087	50.6672	30354
B208	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2021-12-08	2021-12-08	2021-12-10		Batch6		28.797				BQ		65.4129	50.5468	17046
B46	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSAAdamsSt.Hoboken	2021-08-29	2021-08-30	2021-09-01	21-09	Batch3		34.042	79.806	55.6366	19002			63.5078	50.51	16344
3650	15X	Arizona	Tempe	Rural	Rural	2022-03-28	2022-03-29	2022-03-29		Batch8		33.867						63.4981	50.4498	18141
B111	35X	Washington	Sequim	Sequim Water Reclamation Facility	Sequim WRF	2021-10-10	2021-10-11	2021-10-12	21-10	Batch4		33.116	458.381	54.2253	111602			321.241	50.3461	98758
2419	24X	Arizona	Tempe	TP07	Downtown/TP07	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		33.499	16.6171	53.2455	3958			14.8582	50.2625	3841
3647	12X	Arizona	Tempe	TP03	TP03	2022-03-28	2022-03-29	2022-03-29		Batch8		34.509						72.1741	50.2324	19905
3000	19X	Arizona	Mesa	ME01	ME01	2021-11-22	2021-11-23	2021-11-23	21-11	Batch5		29.954	75.5006	54.4828	19134			69.7933	50.1889	17655
B123	36X	Texas	Houston	West District	West District	2021-10-11	2021-10-12	2021-10-15	21-10	Batch4		31.407	63.5481	53.4495	16109			55.4535	49.5034	14198
B341	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-03-28	2022-03-29	2022-03-30		Batch8		34.445				BQ		98.5105	49.0954	27049
B101	35X	Washington	Sequim	Sequim Water Reclamation Facility	Sequim Water Reclamation Facility	2021-09-27	2021-09-28	2021-09-29	21-09	Batch3		31.288	63.7126	47.3264	15050	BQ		60.882	48.0754	23135
2785	15X	Arizona	Tempe	Rural	Rural	2021-10-13	2021-10-14	2021-10-14	21-10	Batch4		31.143	44.0303	49.5134	10686	BQ		40.7434	47.7745	10769
B294	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-02-14	2022-02-15	2022-02-16		Batch7		30.866				BQ		75.2066	46.5539	18375
2772	14X	Arizona	Tempe	TP05	TP05	2021-10-11	2021-10-12	2021-10-12	21-10	Batch4		33.73	74.022	47.3364	18354	BQ		66.2654	46.4067	17127
3649	14X	Arizona	Tempe	TP05	TP05	2022-03-28	2022-03-29	2022-03-29		Batch8		35.608				BQ		89.0808	46.0021	25220
2839	18X	Arizona	Tempe	StLukes	StLukes	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		32.636	131.082	47.3765	32210	BQ		124.549	45.768	32015
2841	20X	Arizona	Mesa	ME02	ME02	2021-10-22	2021-10-23	2021-10-23	21-10	Batch4		Undetermined	346.824	49.4566	86439	BQ		257.993	45.7613	71727
3053	20X	Arizona	Mesa	ME02	ME02	2021-12-06	2021-12-07	2021-12-07	21-12	Batch5		32.358	73.5487	48.7041	18415	BQ		71.1767	45.1326	17862
B325	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-03-14	2021-03-15	2022-03-16		Batch8		33.798				BQ		562.314	45.039	170618
B79	36X	Texas	Houston	West District	West District	2021-09-20	2021-09-21	2021-09-22	21-09	Batch3		30.553	76.7458	45.273	18070	BQ		77.5266	44.7447	24940
3421	12X	Arizona	Tempe	TP03	TP03	2022-02-14	2022-02-15	2022-02-15		Batch8		36.315				BQ		109.253	44.4504	30713
2412	10X	Arizona	Tempe	TP01	TP01	2021-08-02	2021-08-03	2021-08-03	21-08	Batch2		30.768	16.5039	51.5835	4006			14.1755	44.1929	3962
B343	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-03-28	2022-03-29	2022-03-30		Batch8		Undetermined				BQ		267.005	44.0157	64436
